D1,F1,D2,F2,D3,F3,D4,F4,D5,F5,D6,F6,D7,F7
0.90444,11.049788,1.468648,11.971522,0.809388,13.158676,0.985514,10.195226,1.259746,11.220409,1.045492,11.065677,1.286662,12.593092
0.905558,11.060388,1.469768,11.983723,0.810344,13.159677,0.98647,10.195726,1.260864,11.237408,1.046448,11.082378,1.287802,12.604792
0.906514,11.069688,1.470744,11.983422,0.8113,13.182877,0.98763,10.207826,1.261842,11.244309,1.047444,11.086077,1.288696,12.621692
0.907512,11.078289,1.471822,12.003723,0.812256,13.191576,0.988546,10.219427,1.262838,11.250009,1.048584,11.102877,1.289652,12.630493
0.908428,11.097189,1.472636,12.010023,0.813416,13.204976,0.989482,10.228226,1.263754,11.254508,1.04948,11.110478,1.29063,12.637092
0.909424,11.101088,1.473734,12.015022,0.814352,13.210377,0.990478,10.234927,1.264934,11.271009,1.050436,11.130778,1.291708,12.648192
0.910502,11.113489,1.474732,12.029822,0.815308,13.225376,0.991638,10.251526,1.265828,11.281708,1.051412,11.128377,1.292704,12.651392
0.911458,11.123889,1.475688,12.038123,0.816264,13.235776,0.992554,10.253626,1.266744,11.293208,1.052532,11.146078,1.293702,12.668292
0.912436,11.145288,1.476786,12.043023,0.817384,13.244476,0.99353,10.257926,1.267742,11.294308,1.053488,11.162777,1.294618,12.687292
0.913554,11.157789,1.477764,12.045823,0.81836,13.248177,0.994466,10.270526,1.268922,11.307309,1.054484,11.170078,1.295756,12.685192
0.91455,11.159288,1.47878,12.050623,0.819296,13.261776,0.995586,10.280126,1.269898,11.309308,1.0554,11.190378,1.296732,12.703792
0.915466,11.181088,1.479676,12.065923,0.820272,13.273577,0.996562,10.284626,1.270792,11.314309,1.05654,11.197478,1.29769,12.712892
0.916422,11.183788,1.480632,12.079822,0.821412,13.290576,0.997518,10.299926,1.27177,11.325109,1.057536,11.203577,1.298624,12.726992
0.917522,11.184989,1.48173,12.078623,0.822348,13.291777,0.998516,10.300426,1.272868,11.342709,1.058452,11.217477,1.299804,12.736292
0.918538,11.204089,1.482728,12.094623,0.823364,13.308376,0.999614,10.315026,1.273844,11.333708,1.059408,11.225177,1.30072,12.746892
0.919474,11.220388,1.483724,12.104023,0.82428,13.325776,1.00057,10.317526,1.274862,11.354008,1.060526,11.238778,1.301676,12.763492
0.92043,11.222289,1.48464,12.107722,0.8254,13.333776,1.001526,10.340726,1.275798,11.368009,1.061524,11.249578,1.302632,12.773793
0.921508,11.243389,1.485718,12.117522,0.826356,13.333476,1.002524,10.343426,1.276876,11.369809,1.06244,11.245677,1.303752,12.798592
0.922546,11.255488,1.486736,12.138223,0.827312,13.344776,1.003602,10.351926,1.277832,11.379909,1.063396,11.264677,1.304668,12.799392
0.923482,11.265488,1.48765,12.140822,0.828268,13.362976,1.004578,10.360226,1.278808,11.389208,1.064534,11.281178,1.305706,12.810392
0.924438,11.278688,1.488688,12.143622,0.829386,13.369276,1.005534,10.369027,1.279786,11.395909,1.06547,11.296378,1.30662,12.822192
0.925394,11.297489,1.489848,12.161323,0.830342,13.377377,1.00647,10.375026,1.280904,11.403308,1.066468,11.300977,1.3078,12.833493
0.926514,11.295788,1.490744,12.166722,0.83134,13.392277,1.00761,10.391126,1.28186,11.411409,1.067404,11.320378,1.308676,12.837792
0.92751,11.312089,1.4917,12.172322,0.832276,13.397376,1.008566,10.399326,1.282796,11.417508,1.068542,11.330477,1.309632,12.855492
0.928426,11.322988,1.492656,12.194122,0.833416,13.408576,1.009582,10.409126,1.283752,11.426209,1.06954,11.343678,1.310628,12.871692
0.929444,11.333688,1.493734,12.192122,0.834372,13.427876,1.010478,10.415026,1.284872,11.425208,1.070476,11.341777,1.311728,12.878892
0.930522,11.342088,1.494812,12.203123,0.835308,13.433076,1.01174,10.419726,1.285888,11.442508,1.071432,11.366678,1.312704,12.881092
0.931478,11.356389,1.495688,12.206122,0.836284,13.443976,1.012574,10.433926,1.286804,11.448108,1.07253,11.377477,1.3137,12.901593
0.932434,11.362689,1.496664,12.213423,0.837402,13.456476,1.013612,10.454226,1.287802,11.461909,1.073486,11.394678,1.314636,12.907692
0.93341,11.376988,1.497804,12.227723,0.83838,13.470877,1.014486,10.447926,1.28888,11.462609,1.074442,11.395478,1.315756,12.926092
0.93453,11.393288,1.49876,12.233123,0.839336,13.479977,1.015604,10.460826,1.289836,11.471909,1.07546,11.403677,1.316712,12.925493
0.935526,11.403489,1.499756,12.249823,0.840272,13.491277,1.016562,10.462826,1.290812,11.481009,1.076538,11.421077,1.317668,12.948592
0.936482,11.412788,1.500712,12.254123,0.841452,13.500476,1.017538,10.479426,1.29179,11.494608,1.077536,11.425578,1.318786,12.946192
0.937562,11.429288,1.50177,12.264522,0.842366,13.510977,1.018534,10.500526,1.292908,11.506408,1.078472,11.438878,1.319764,12.968993
0.938518,11.438689,1.502746,12.268323,0.843324,13.520777,1.019612,10.490826,1.293844,11.510708,1.079428,11.453277,1.32072,12.977092
0.939494,11.443188,1.503662,12.272022,0.84428,13.528276,1.02057,10.510726,1.2948,11.520008,1.080546,11.461378,1.321736,12.990392
0.94045,11.451289,1.5047,12.282522,0.845398,13.543776,1.021484,10.517127,1.295756,11.524309,1.081502,11.474878,1.322632,12.996892
0.941406,11.467588,1.505738,12.294823,0.846354,13.550277,1.022482,10.531927,1.296876,11.534508,1.082458,11.481778,1.323812,13.002992
0.942526,11.480089,1.506776,12.303822,0.84731,13.559377,1.023662,10.527326,1.297892,11.541909,1.083416,11.491877,1.324728,13.019292
0.943482,11.484889,1.50769,12.312323,0.848266,13.559377,1.024556,10.547126,1.298808,11.548309,1.084574,11.516777,1.325644,13.036792
0.944478,11.496288,1.508646,12.321422,0.849446,13.574877,1.025534,10.550827,1.299804,11.552808,1.08551,11.516677,1.32664,13.037893
0.945434,11.517289,1.509786,12.323223,0.850342,13.596477,1.02649,10.557526,1.300884,11.576208,1.086466,11.526078,1.327738,13.048492
0.946534,11.513188,1.510742,12.339123,0.85136,13.605077,1.027628,10.567226,1.30184,11.584709,1.087586,11.537077,1.328736,13.066693
0.94749,11.527089,1.51176,12.338523,0.852296,13.615276,1.028524,10.570426,1.302836,11.598909,1.088542,11.552878,1.329712,13.077492
0.948446,11.535788,1.512696,12.357822,0.853414,13.632076,1.029542,10.583626,1.303812,11.598709,1.089518,11.554577,1.330628,13.080592
0.949564,11.555488,1.513794,12.362822,0.85437,13.635277,1.030498,10.595127,1.304932,11.610209,1.090474,11.571977,1.331808,13.100792
0.950522,11.566289,1.51475,12.364022,0.855346,13.646477,1.031758,10.607027,1.305868,11.617508,1.091594,11.581077,1.332744,13.110092
0.951498,11.569388,1.515768,12.377823,0.856304,13.653377,1.032614,10.607426,1.306804,11.618808,1.09257,11.587677,1.33368,13.116493
0.952474,11.582688,1.516662,12.388822,0.857422,13.667477,1.03355,10.622926,1.30776,11.633309,1.093546,11.600977,1.334616,13.132492
0.953572,11.597688,1.517742,12.397623,0.858378,13.669577,1.034506,10.626526,1.3089,11.640909,1.094462,11.614678,1.335776,13.141592
0.954488,11.604788,1.5188,12.404523,0.859354,13.677076,1.035604,10.633127,1.309876,11.652508,1.095582,11.636077,1.336732,13.156692
0.955444,11.610888,1.519714,12.407423,0.86029,13.686976,1.03658,10.643826,1.310832,11.657909,1.096538,11.637678,1.337728,13.156692
0.956442,11.625688,1.52067,12.425723,0.86145,13.700276,1.037598,10.653926,1.311768,11.669909,1.097514,11.653377,1.338664,13.172092
0.95758,11.641589,1.52175,12.430122,0.862346,13.704077,1.038554,10.658026,1.312886,11.675708,1.09847,11.653677,1.339762,13.180592
0.958536,11.652288,1.522726,12.426423,0.863342,13.721276,1.039632,10.674926,1.313864,11.679908,1.09959,11.680077,1.34074,13.198693
0.959494,11.666488,1.523702,12.438823,0.864298,13.731576,1.040588,10.674826,1.31482,11.689208,1.100586,11.680077,1.341736,13.200793
0.96049,11.660988,1.52472,12.451723,0.865438,13.744976,1.041544,10.696026,1.315816,11.701409,1.101522,11.682177,1.342632,13.218092
0.961568,11.684888,1.525798,12.461323,0.866394,13.757477,1.042542,10.702026,1.316874,11.706008,1.10252,11.702677,1.34373,13.233592
0.962524,11.698688,1.526754,12.471823,0.86729,13.758476,1.04362,10.701726,1.317872,11.719609,1.103598,11.709978,1.344726,13.244692
0.963522,11.705188,1.527772,12.473722,0.868306,13.781676,1.044576,10.708426,1.318828,11.727108,1.104554,11.722277,1.345744,13.258892
0.964438,11.711789,1.528686,12.484322,0.869406,13.787876,1.045552,10.720626,1.319784,11.730309,1.10551,11.744677,1.34664,13.263792
0.965556,11.728788,1.529806,12.487122,0.870382,13.794776,1.046488,10.726926,1.320902,11.744508,1.106466,11.740677,1.347738,13.271192
0.966532,11.739388,1.530824,12.506822,0.871378,13.805777,1.047628,10.734827,1.3219,11.756909,1.107606,11.750878,1.348756,13.280692
0.96751,11.744488,1.531758,12.512623,0.872436,13.814076,1.048624,10.748326,1.322816,11.764308,1.108602,11.768278,1.349692,13.290192
0.968486,11.753989,1.532674,12.518123,0.873414,13.836677,1.049602,10.758526,1.323792,11.774309,1.109518,11.778778,1.350688,13.303892
0.969604,11.768988,1.533794,12.528723,0.87439,13.839276,1.050496,10.761627,1.32491,11.774509,1.110474,11.792078,1.351746,13.318292
0.97056,11.777789,1.53475,12.535422,0.875346,13.855376,1.051616,10.768726,1.325868,11.789608,1.111572,11.794577,1.352682,13.329692
0.971518,11.782089,1.535726,12.543222,0.876302,13.866576,1.052532,10.768826,1.326824,11.794809,1.11259,11.815278,1.35374,13.337992
0.972514,11.801988,1.536642,12.554123,0.877422,13.869476,1.053508,10.786426,1.32782,11.803309,1.113526,11.819478,1.354656,13.337892
0.973592,11.827288,1.53776,12.557322,0.878438,13.877276,1.054504,10.782026,1.328918,11.799109,1.114482,11.833877,1.355774,13.351292
0.974548,11.825788,1.538798,12.569222,0.879314,13.892877,1.055664,10.800827,1.329874,11.816208,1.11558,11.846077,1.35675,13.363992
0.975504,11.831688,1.539714,12.584622,0.88031,13.899076,1.0566,10.812827,1.330832,11.824108,1.116598,11.860378,1.357708,13.379992
0.97646,11.833588,1.54067,12.591423,0.88147,13.915477,1.057556,10.813226,1.331788,11.827508,1.117534,11.874378,1.358642,13.389292
0.97754,11.853489,1.54185,12.606322,0.882386,13.925776,1.058554,10.823726,1.332926,11.831708,1.11849,11.886978,1.359742,13.396492
0.978536,11.855988,1.542746,12.609523,0.883342,13.939177,1.059612,10.836926,1.333924,11.853709,1.119588,11.895077,1.36082,13.414192
0.979512,11.879388,1.543682,12.626223,0.884298,13.937276,1.060588,10.834126,1.3349,11.855708,1.120606,11.902478,1.361694,13.417492
0.980468,11.882588,1.544698,12.624423,0.885438,13.954677,1.061504,10.843727,1.335776,11.865408,1.121522,11.914378,1.362692,13.434292
0.981588,11.889988,1.545798,12.636323,0.886414,13.963077,1.062562,10.857127,1.336914,11.870308,1.122478,11.923777,1.36375,13.456092
0.982544,11.899388,1.546774,12.645022,0.88739,13.978176,1.06362,10.863226,1.33787,11.877709,1.123616,11.939878,1.364766,13.462892
0.983542,11.917988,1.54773,12.648023,0.888306,13.972776,1.064596,10.873626,1.338848,11.891109,1.124594,11.948477,1.365702,13.466392
0.984498,11.927389,1.548748,12.658222,0.889446,13.990676,1.065614,10.884527,1.339844,11.900608,1.12553,11.968977,1.36668,13.482393
0.985576,11.938589,1.549804,12.663922,0.890382,13.999976,1.066528,10.884126,1.340902,11.906708,1.126486,11.981377,1.367798,13.499992
0.986552,11.949388,1.550762,12.685122,0.891378,14.004976,1.067628,10.892326,1.341878,11.913808,1.127584,11.995978,1.368714,13.508092
0.987508,11.956588,1.551718,12.677222,0.892476,14.022077,1.068564,10.911026,1.342834,11.915509,1.128582,11.997077,1.36971,13.518392
0.988484,11.971088,1.552654,12.690123,0.893432,14.035676,1.06956,10.914226,1.343812,11.928809,1.129598,12.009278,1.370708,13.530392
0.989604,11.982988,1.553772,12.697722,0.89441,14.043676,1.070598,10.924826,1.34491,11.939008,1.130474,12.026178,1.371786,13.538292
0.99056,11.993588,1.55483,12.713922,0.895406,14.053777,1.071636,10.923626,1.345928,11.960908,1.131592,12.034378,1.372742,13.557592
0.991536,12.002389,1.555786,12.711923,0.896322,14.059176,1.07255,10.935126,1.346842,11.957609,1.13259,12.043377,1.373718,13.569192
0.992472,12.007588,1.556682,12.725022,0.89744,14.078476,1.073506,10.942827,1.347798,11.965509,1.133524,12.057877,1.374674,13.565993
0.993632,12.021188,1.55782,12.733923,0.898398,14.087176,1.074564,10.955427,1.348918,11.974009,1.134482,12.068978,1.375754,13.590992
0.994568,12.027789,1.558756,12.730822,0.899354,14.092176,1.075664,10.964026,1.349874,11.968608,1.13562,12.075178,1.37675,13.594892
0.995504,12.046288,1.559734,12.741822,0.90037,14.106876,1.07658,10.966826,1.35085,11.987309,1.136576,12.081777,1.377746,13.609992
0.99648,12.050289,1.56073,12.755423,0.901428,14.112677,1.077514,10.983826,1.351746,11.999309,1.137554,12.097277,1.378682,13.625492
0.9976,12.061988,1.561808,12.760322,0.902406,14.121777,1.078472,10.982827,1.352966,12.001008,1.13853,12.101878,1.379842,13.636193
0.998556,12.077088,1.562786,12.768323,0.903362,14.136976,1.07963,10.993026,1.353882,12.016308,1.139608,12.116977,1.380718,13.641592
0.999512,12.089988,1.563722,12.778522,0.904318,14.149676,1.080608,10.993026,1.354838,12.009408,1.140584,12.119378,1.381714,13.667692
1.000508,12.101389,1.564678,12.780123,0.905456,14.157476,1.081584,11.015127,1.355794,12.024108,1.141562,12.142678,1.38263,13.674492
1.001546,12.100388,1.565816,12.791722,0.906392,14.172076,1.08258,11.020426,1.356894,12.045208,1.142476,12.148378,1.38379,13.685792
1.002604,12.117988,1.566834,12.800322,0.907348,14.173877,1.083638,11.024227,1.35789,12.030809,1.143616,12.157677,1.384704,13.705392
1.00352,12.130289,1.567728,12.811723,0.908306,14.186176,1.084596,11.029526,1.358908,12.050309,1.144572,12.164877,1.385702,13.705693
1.004476,12.134988,1.568686,12.817623,0.909464,14.200076,1.085612,11.052626,1.359802,12.056408,1.145548,12.185877,1.386678,13.722593
1.005616,12.147089,1.569824,12.831922,0.91038,14.213077,1.086488,11.050426,1.360922,12.063308,1.146484,12.186178,1.387798,13.738092
1.006572,12.155188,1.57078,12.827223,0.911316,14.222476,1.087646,11.065926,1.361878,12.069509,1.147664,12.201277,1.388814,13.746792
1.007528,12.163289,1.571736,12.837123,0.912314,14.229876,1.088562,11.066126,1.362854,12.078808,1.14858,12.207477,1.38971,13.762692
1.008484,12.179888,1.572754,12.849223,0.913452,14.238676,1.08958,11.077826,1.363852,12.085509,1.149578,12.221178,1.39085,13.770892
1.009604,12.188088,1.573874,12.855822,0.91445,14.245676,1.090516,11.085626,1.36493,12.097908,1.150492,12.231178,1.391806,13.780793
1.0106,12.200288,1.574768,12.860323,0.915364,14.253576,1.091634,11.093526,1.365926,12.105508,1.151612,12.237277,1.392822,13.805092
1.011516,12.216988,1.575744,12.874323,0.916342,14.265376,1.092632,11.093727,1.366842,12.106609,1.152568,12.256978,1.393718,13.805092
1.012472,12.221288,1.576702,12.879023,0.91744,14.277576,1.093608,11.102927,1.367818,12.116409,1.153544,12.253478,1.394836,13.818592
1.013612,12.233388,1.57778,12.893423,0.918416,14.287776,1.094544,11.106226,1.368938,12.128209,1.1545,12.264377,1.395834,13.824292
1.014568,12.237789,1.578736,12.903023,0.919394,14.304976,1.095642,11.112226,1.369934,12.141308,1.15562,12.279277,1.39675,13.842792
1.015524,12.259688,1.579794,12.907622,0.92033,14.315276,1.096578,11.136026,1.37087,12.147209,1.156576,12.298777,1.397746,13.856792
1.01648,12.264489,1.58071,12.914923,0.921448,14.327376,1.097576,11.140127,1.371806,12.145909,1.157594,12.308777,1.398824,13.869892
1.01762,12.274388,1.581828,12.929823,0.922404,14.336077,1.098532,11.148726,1.372966,12.160908,1.15855,12.320677,1.3998,13.869692
1.018576,12.277089,1.582784,12.943723,0.92336,14.352077,1.099712,11.157126,1.373902,12.167508,1.159648,12.328577,1.400778,13.874092
1.019572,12.291288,1.58376,12.942722,0.924358,14.347576,1.100606,11.165826,1.374858,12.182708,1.160604,12.329277,1.401714,13.891392
1.020508,12.303388,1.58492,12.952622,0.925456,14.360476,1.101542,11.179126,1.375876,12.183009,1.16156,12.349778,1.402874,13.905192
1.021626,12.321289,1.585836,12.967422,0.926432,14.377776,1.10254,11.180626,1.376954,12.181508,1.162516,12.351778,1.403808,13.920992
1.022522,12.329789,1.586812,12.967922,0.927388,14.380776,1.103638,11.198427,1.37789,12.193809,1.163636,12.366678,1.404786,13.920092
1.02354,12.333788,1.587748,12.974623,0.928346,14.390676,1.104574,11.192027,1.378886,12.202109,1.164592,12.372077,1.405722,13.947092
1.024496,12.335188,1.588704,12.991723,0.929484,14.404976,1.10553,11.211226,1.379822,12.218909,1.165568,12.385778,1.40682,13.959492
1.025614,12.345989,1.589784,12.996323,0.93042,14.424876,1.106526,11.220926,1.3809,12.227509,1.166504,12.394178,1.407816,13.953792
1.02657,12.363288,1.590862,13.005222,0.931376,14.425277,1.107646,11.217327,1.381938,12.230708,1.167644,12.409277,1.408774,13.977192
1.027528,12.379489,1.591756,13.011423,0.932332,14.431577,1.108622,11.232827,1.382874,12.239409,1.1686,12.426877,1.40973,13.984792
1.028524,12.391788,1.592692,13.022822,0.93341,14.448377,1.109558,11.229126,1.38387,12.252109,1.169556,12.436978,1.410808,14.004392
1.029622,12.398088,1.59379,13.023723,0.934368,14.465277,1.110576,11.253127,1.38495,12.250808,1.170512,12.446778,1.411764,14.021092
1.03062,12.412188,1.594808,13.033222,0.935384,14.469876,1.111654,11.259826,1.385884,12.268709,1.171468,12.453678,1.412782,14.023093
1.031536,12.416889,1.595806,13.045222,0.93634,14.491376,1.11261,11.264126,1.386862,12.278208,1.172588,12.464777,1.413738,14.032092
1.032492,12.426988,1.596762,13.054322,0.93746,14.496976,1.113586,11.270926,1.387818,12.278509,1.173584,12.464677,1.414896,14.038392
1.03363,12.445888,1.59786,13.058722,0.938476,14.510376,1.114542,11.278126,1.388978,12.292908,1.17452,12.486577,1.415772,14.050792
1.034586,12.439389,1.598756,13.063522,0.939352,14.524177,1.115682,11.286426,1.389914,12.299508,1.175496,12.503078,1.41679,14.061292
1.035544,12.455188,1.599712,13.078623,0.940348,14.529877,1.116658,11.300626,1.39089,12.301809,1.176636,12.511777,1.417746,14.077992
1.03652,12.467788,1.600708,13.086122,0.941468,14.557177,1.117574,11.307827,1.391826,12.313109,1.177552,12.524877,1.418864,14.082192
1.037578,12.468188,1.601806,13.096823,0.942444,14.557076,1.11853,11.320026,1.392944,12.318308,1.178528,12.532677,1.41982,14.095792
1.038594,12.485788,1.602844,13.106123,0.94334,14.563876,1.11969,11.325026,1.393942,12.327209,1.179648,12.544577,1.420818,14.108892
1.03955,12.498189,1.60376,13.109623,0.9445,14.573976,1.120586,11.334226,1.394858,12.340808,1.180604,12.546378,1.421754,14.112993
1.040528,12.501588,1.604716,13.116922,0.945456,14.592776,1.121542,11.339126,1.395874,12.356408,1.18156,12.565478,1.42271,14.122592
1.041464,12.516988,1.605856,13.123623,0.94637,14.607077,1.12258,11.351826,1.396952,12.365109,1.182516,12.570777,1.423768,14.136992
1.042582,12.526888,1.60675,13.142822,0.947388,14.616076,1.123678,11.353926,1.397888,12.363609,1.183492,12.584478,1.424826,14.153092
1.043538,12.538688,1.60783,13.136423,0.948344,14.620477,1.124634,11.369027,1.398866,12.375509,1.184612,12.595377,1.42574,14.154492
1.044454,12.544388,1.608786,13.163123,0.949464,14.638976,1.12559,11.380227,1.399822,12.381909,1.185588,12.603278,1.426698,14.165592
1.045452,12.559989,1.609844,13.170723,0.950378,14.642277,1.126608,11.379926,1.401002,12.379809,1.186524,12.613078,1.427816,14.171792
1.046632,12.560288,1.6108,13.172322,0.951396,14.652376,1.127726,11.404926,1.401896,12.395309,1.18748,12.622477,1.428772,14.180092
1.047546,12.568288,1.611776,13.181522,0.952312,14.670576,1.128622,11.397827,1.402914,12.402809,1.188598,12.631978,1.429728,14.195292
1.048502,12.584589,1.612692,13.189922,0.953472,14.680276,1.129578,11.423626,1.40383,12.424208,1.189576,12.635977,1.430726,14.205892
1.04948,12.588688,1.61381,13.195022,0.954428,14.686776,1.130554,11.423526,1.404948,12.419408,1.190512,12.650077,1.431804,14.210392
1.05064,12.613188,1.614848,13.207823,0.955404,14.697276,1.131654,11.430127,1.405946,12.434509,1.191468,12.668877,1.43282,14.224192
1.051554,12.613888,1.615764,13.210023,0.956422,14.706576,1.13267,11.441427,1.40686,12.442309,1.192606,12.675377,1.433756,14.230592
1.05249,12.616688,1.61672,13.226723,0.9575,14.717476,1.133606,11.459926,1.407816,12.439309,1.193564,12.684977,1.434692,14.243492
1.053488,12.631388,1.617838,13.231623,0.958436,14.738076,1.134562,11.450026,1.408956,12.448609,1.19456,12.697478,1.435812,14.245693
1.054586,12.639188,1.618754,13.244323,0.959392,14.742976,1.135682,11.466926,1.409932,12.465908,1.195516,12.704177,1.436788,14.258692
1.055604,12.645789,1.619832,13.250023,0.960308,14.749876,1.136596,11.480426,1.41091,12.475809,1.196614,12.720478,1.437744,14.279992
1.056498,12.660389,1.620728,13.263822,0.961466,14.767576,1.137614,11.493227,1.411824,12.484108,1.197592,12.724577,1.4387,14.282893
1.057474,12.666089,1.621846,13.266223,0.962464,14.768876,1.138612,11.484827,1.412944,12.494409,1.198528,12.733077,1.43982,14.297592
1.058594,12.677289,1.622824,13.273622,0.96338,14.783377,1.13969,11.494826,1.4139,12.498708,1.199484,12.736977,1.440816,14.304693
1.05955,12.696289,1.62378,13.289022,0.964396,14.802676,1.140666,11.510326,1.414876,12.499209,1.200622,12.755477,1.441752,14.318093
1.060548,12.711888,1.624736,13.293723,0.965434,14.805976,1.141602,11.520027,1.415874,12.508108,1.20158,12.767678,1.442728,14.323492
1.061462,12.710888,1.625876,13.300723,0.966452,14.824177,1.142558,11.539027,1.416992,12.520309,1.202536,12.780577,1.443908,14.332093
1.062602,12.724389,1.626812,13.313323,0.967388,14.829777,1.143718,11.538526,1.417908,12.530809,1.203532,12.785878,1.444804,14.345393
1.063558,12.726188,1.627768,13.320123,0.968344,14.844676,1.144634,11.542826,1.418864,12.539408,1.20459,12.797178,1.4457,14.357393
1.064556,12.741688,1.628724,13.326822,0.969462,14.873676,1.14563,11.556427,1.419882,12.553309,1.205588,12.796977,1.446676,14.361492
1.065634,12.748189,1.629862,13.331523,0.970438,14.871077,1.146546,11.574226,1.42094,12.552108,1.206564,12.823778,1.447816,14.380192
1.06659,12.755889,1.63084,13.335922,0.971354,14.880576,1.147664,11.580327,1.421916,12.558309,1.2075,12.827278,1.448792,14.390692
1.067566,12.772789,1.631816,13.352222,0.972576,14.896176,1.14858,11.591926,1.422912,12.573808,1.208618,12.841077,1.449748,14.398592
1.068522,12.782188,1.632752,13.365323,0.973532,14.906676,1.149536,11.590726,1.423848,12.580609,1.209574,12.859578,1.450664,14.401192
1.069458,12.789488,1.63385,13.374022,0.974446,14.913576,1.150594,11.611126,1.424948,12.588509,1.21053,12.862077,1.451864,14.425892
1.070598,12.797688,1.634826,13.387723,0.975404,14.923376,1.151672,11.621727,1.425944,12.606009,1.211466,12.878478,1.4528,14.425092
1.071614,12.809688,1.635784,13.384422,0.97636,14.943676,1.152628,11.621827,1.42688,12.594709,1.212606,12.874978,1.453756,14.444592
1.07251,12.814488,1.63674,13.399523,0.977478,14.937376,1.153606,11.634226,1.427836,12.611908,1.213604,12.897478,1.454712,14.454692
1.073506,12.823088,1.63792,13.402022,0.978454,14.968777,1.154562,11.641126,1.428976,12.619708,1.214538,12.894477,1.45579,14.445992
1.074586,12.838089,1.638814,13.412923,0.979412,14.965676,1.155722,11.662926,1.429932,12.636109,1.215516,12.914177,1.456808,14.451692
1.075562,12.847488,1.63977,13.422623,0.980368,14.995776,1.156698,11.661127,1.430928,12.637108,1.216614,12.918078,1.457744,14.470292
1.076518,12.847889,1.640748,13.431223,0.981548,15.005576,1.157594,11.671526,1.431824,12.642409,1.21757,12.928777,1.45872,14.488892
1.077474,12.858088,1.641866,13.446422,0.982402,15.005476,1.15857,11.683026,1.433004,12.662809,1.218546,12.947578,1.459818,14.498792
1.078614,12.869789,1.642864,13.457223,0.983398,15.013777,1.159688,11.687626,1.43392,12.667208,1.219666,12.951977,1.460754,14.506592
1.07953,12.874288,1.643778,13.465822,0.984354,15.026377,1.160686,11.702826,1.434936,12.680108,1.220622,12.964978,1.461792,14.506792
1.080526,12.896888,1.644736,13.468423,0.985454,15.042376,1.161602,11.714326,1.435852,12.676508,1.221618,12.969577,1.462728,14.518792
1.081666,12.901188,1.645854,13.479523,0.98643,15.051976,1.162578,11.718426,1.436972,12.687409,1.222534,12.986778,1.463826,14.539692
1.082602,12.906788,1.64683,13.485022,0.987406,15.065076,1.163716,11.730426,1.437968,12.702809,1.223654,12.990378,1.464804,14.549992
1.083578,12.921089,1.647766,13.494423,0.988362,15.085076,1.164652,11.739027,1.438884,12.697608,1.22465,13.005178,1.465718,14.547992
1.084554,12.929088,1.648824,13.500422,0.989462,15.095276,1.16565,11.757126,1.43986,12.709809,1.225586,13.015277,1.466838,14.563892
1.085632,12.946189,1.649902,13.515523,0.990458,15.092576,1.166544,11.763126,1.441,12.724108,1.226542,13.023378,1.467834,14.571692
1.08661,12.949588,1.650818,13.524023,0.991456,15.112276,1.167684,11.771626,1.441916,12.724208,1.227662,13.038178,1.46879,14.577792
1.087566,12.955288,1.651794,13.534423,0.992412,15.125676,1.16864,11.770426,1.442892,12.741509,1.228618,13.048377,1.469808,14.590992
1.088522,12.971088,1.65275,13.536423,0.99349,15.140476,1.169658,11.785926,1.443848,12.747209,1.229574,13.054278,1.470866,14.596392
1.08964,12.972189,1.65387,13.536623,0.994406,15.144776,1.170574,11.797126,1.444988,12.759709,1.230592,13.055678,1.471884,14.620192
1.090596,12.978788,1.654888,13.554023,0.995362,15.160576,1.171712,11.816126,1.445924,12.772309,1.23165,13.079077,1.47282,14.616892
1.091594,13.000389,1.655742,13.561123,0.996522,15.165377,1.172668,11.824326,1.44694,12.762409,1.232606,13.076678,1.473714,14.630493
1.09255,13.001988,1.656718,13.563223,0.997478,15.181276,1.173604,11.827726,1.447856,12.783509,1.233582,13.095377,1.474692,14.632192
1.093628,13.011689,1.657858,13.574722,0.998454,15.188477,1.174582,11.838127,1.448974,12.788808,1.234578,13.102977,1.47583,14.649392
1.094626,13.027789,1.658834,13.582823,0.99941,15.198477,1.17574,11.845326,1.44991,12.792609,1.235658,13.119877,1.476806,14.658092
1.095582,13.035788,1.65979,13.590122,1.000346,15.215776,1.176596,11.860226,1.450948,12.806109,1.236614,13.120978,1.477764,14.669692
1.096538,13.043388,1.660766,13.604123,1.001526,15.225176,1.177612,11.861726,1.451864,12.807108,1.23759,13.128478,1.47878,14.676092
1.097656,13.056988,1.661846,13.609723,1.002442,15.231576,1.178568,11.867126,1.452982,12.813609,1.238546,13.145378,1.479838,14.685192
1.098612,13.059188,1.662842,13.613623,1.003418,15.248177,1.179688,11.885626,1.454,12.830609,1.239706,13.148178,1.480774,14.692393
1.099568,13.068589,1.663778,13.624323,1.004374,15.256976,1.180664,11.890827,1.454896,12.837208,1.240622,13.160378,1.481812,14.704492
1.100526,13.082788,1.664734,13.639223,1.005494,15.277276,1.181662,11.903226,1.455912,12.853508,1.241578,13.168177,1.482728,14.714692
1.101664,13.093288,1.665832,13.644322,1.00645,15.277176,1.182638,11.914526,1.45697,12.851009,1.242554,13.169178,1.483846,14.721492
1.10264,13.101888,1.66687,13.659523,1.007426,15.289176,1.183716,11.920626,1.457948,12.857508,1.243672,13.186278,1.484802,14.731192
